"Date_chr","StationName","LAT","LON","Temperature","Dewpoint","Humidity","WindSpeed","Date"
"20020730","NOIRMOUTIER EN",47.004667,-2.257167,18.2166666666667,15.6125,84.875,4.625,2002-07-30
"20020731","NOIRMOUTIER EN",47.004667,-2.257167,16.9666666666667,12.075,73.5,6.04166666666667,2002-07-31
"20020801","NOIRMOUTIER EN",47.004667,-2.257167,16.0875,13.2583333333333,83.4583333333333,4.875,2002-08-01
"20020802","NOIRMOUTIER EN",47.004667,-2.257167,16.6583333333333,13.8833333333333,84.0416666666667,3.95833333333333,2002-08-02
"20020803","NOIRMOUTIER EN",47.004667,-2.257167,17.4708333333333,13.6541666666667,78.7083333333333,3.83333333333333,2002-08-03
"20020804","NOIRMOUTIER EN",47.004667,-2.257167,16.8272727272727,14.5909090909091,86.7272727272727,3.54545454545455,2002-08-04
"20020806","NOIRMOUTIER EN",47.004667,-2.257167,19.5714285714286,15.8357142857143,79.2857142857143,NA,2002-08-06
"20020807","NOIRMOUTIER EN",47.004667,-2.257167,17.55,14.7875,84,3.75,2002-08-07
"20020808","NOIRMOUTIER EN",47.004667,-2.257167,17.7416666666667,14.3333333333333,81.0416666666667,6.04166666666667,2002-08-08
"20020809","NOIRMOUTIER EN",47.004667,-2.257167,16.7375,12.9666666666667,78.75,8.33333333333333,2002-08-09
"20020810","NOIRMOUTIER EN",47.004667,-2.257167,16.3791666666667,11.4666666666667,73.0416666666667,8,2002-08-10
"20020923","NOIRMOUTIER EN",47.004667,-2.257167,15.6875,9.52083333333333,67.7083333333333,4.5,2002-09-23
"20021030","NOIRMOUTIER EN",47.004667,-2.257167,13.6125,12,90.0833333333333,2.08333333333333,2002-10-30
"20021031","NOIRMOUTIER EN",47.004667,-2.257167,14.275,12.9916666666667,92.0833333333333,2.58333333333333,2002-10-31
"20021101","NOIRMOUTIER EN",47.004667,-2.257167,14.9416666666667,13.8416666666667,93.2083333333333,5.66666666666667,2002-11-01
"20021102","NOIRMOUTIER EN",47.004667,-2.257167,16.3166666666667,15.0291666666667,92.125,8.25,2002-11-02
"20021103","NOIRMOUTIER EN",47.004667,-2.257167,14.375,10.375,77.1666666666667,9.25,2002-11-03
"20021104","NOIRMOUTIER EN",47.004667,-2.257167,13.3041666666667,9.275,76.9166666666667,4.54166666666667,2002-11-04
"20021105","NOIRMOUTIER EN",47.004667,-2.257167,13.7708333333333,12.1958333333333,90.3333333333333,2.70833333333333,2002-11-05
"20021106","NOIRMOUTIER EN",47.004667,-2.257167,13.65,11.2791666666667,86.0416666666667,8.41666666666667,2002-11-06
"20021107","NOIRMOUTIER EN",47.004667,-2.257167,11.975,6.24583333333333,68.0416666666667,8.16666666666667,2002-11-07
"20021108","NOIRMOUTIER EN",47.004667,-2.257167,12.8333333333333,10.2083333333333,84.375,7.70833333333333,2002-11-08
"20021109","NOIRMOUTIER EN",47.004667,-2.257167,14.5958333333333,12.9708333333333,90.125,7.83333333333333,2002-11-09
"20021110","NOIRMOUTIER EN",47.004667,-2.257167,15.0333333333333,13.9333333333333,93.2083333333333,8.45833333333333,2002-11-10
"20021111","NOIRMOUTIER EN",47.004667,-2.257167,13.8541666666667,NA,80.9583333333333,6.70833333333333,2002-11-11
"20021112","NOIRMOUTIER EN",47.004667,-2.257167,13.45,10.6291666666667,83.125,7.75,2002-11-12
"20021113","NOIRMOUTIER EN",47.004667,-2.257167,13.4458333333333,9.17083333333333,75.5833333333333,11.0833333333333,2002-11-13
"20021114","NOIRMOUTIER EN",47.004667,-2.257167,12.0583333333333,NA,74.9583333333333,7.95833333333333,2002-11-14
"20021115","NOIRMOUTIER EN",47.004667,-2.257167,10.9958333333333,NA,84.9583333333333,3.75,2002-11-15
"20021116","NOIRMOUTIER EN",47.004667,-2.257167,11.0083333333333,8.4625,84.6666666666667,2.79166666666667,2002-11-16
"20021117","NOIRMOUTIER EN",47.004667,-2.257167,9.42916666666667,8.43333333333333,93.5,1.20833333333333,2002-11-17
"20021118","NOIRMOUTIER EN",47.004667,-2.257167,9.39583333333333,7.49166666666667,88.0833333333333,2.20833333333333,2002-11-18
"20021119","NOIRMOUTIER EN",47.004667,-2.257167,10.0916666666667,7.37083333333333,83.375,4.70833333333333,2002-11-19
"20021120","NOIRMOUTIER EN",47.004667,-2.257167,12.15,8.92916666666667,80.9166666666667,4.54166666666667,2002-11-20
"20021121","NOIRMOUTIER EN",47.004667,-2.257167,12.2083333333333,8,75.8333333333333,9.58333333333333,2002-11-21
"20021122","NOIRMOUTIER EN",47.004667,-2.257167,11.3166666666667,6.5125,72.4583333333333,8.91666666666667,2002-11-22
"20021123","NOIRMOUTIER EN",47.004667,-2.257167,11.7708333333333,7.64166666666667,76.0833333333333,5.91666666666667,2002-11-23
"20021124","NOIRMOUTIER EN",47.004667,-2.257167,10.55,7.1875,80.2083333333333,3.375,2002-11-24
"20021125","NOIRMOUTIER EN",47.004667,-2.257167,9.35416666666667,7.14583333333333,86.375,2.5,2002-11-25
"20021126","NOIRMOUTIER EN",47.004667,-2.257167,7.72916666666667,6.75,93.625,3.875,2002-11-26
"20021127","NOIRMOUTIER EN",47.004667,-2.257167,10.025,8.20416666666667,88.5,5.875,2002-11-27
"20021128","NOIRMOUTIER EN",47.004667,-2.257167,12.0416666666667,9.36666666666667,83.8333333333333,5.95833333333333,2002-11-28
"20021129","NOIRMOUTIER EN",47.004667,-2.257167,10.4041666666667,7.09583333333333,80.2083333333333,5.25,2002-11-29
"20021130","NOIRMOUTIER EN",47.004667,-2.257167,10.7708333333333,9.3875,91.2083333333333,3.25,2002-11-30
"20021201","NOIRMOUTIER EN",47.004667,-2.257167,12.6125,9.81666666666667,83.75,8.25,2002-12-01
"20021202","NOIRMOUTIER EN",47.004667,-2.257167,10.4333333333333,5.325,70.6666666666667,8.125,2002-12-02
"20021203","NOIRMOUTIER EN",47.004667,-2.257167,9.87083333333333,6.6625,80.7916666666667,2.375,2002-12-03
"20021204","NOIRMOUTIER EN",47.004667,-2.257167,10.0958333333333,7.80833333333333,86.0833333333333,3.45833333333333,2002-12-04
"20021205","NOIRMOUTIER EN",47.004667,-2.257167,8.84583333333333,4.375,73.7083333333333,6.70833333333333,2002-12-05
"20021206","NOIRMOUTIER EN",47.004667,-2.257167,8.2,4.67916666666667,78.6666666666667,6.20833333333333,2002-12-06
"20021207","NOIRMOUTIER EN",47.004667,-2.257167,4.45833333333333,1.19166666666667,79.4166666666667,3.5,2002-12-07
"20021208","NOIRMOUTIER EN",47.004667,-2.257167,4.08333333333333,1.54166666666667,83.5833333333333,3.08333333333333,2002-12-08
"20021209","NOIRMOUTIER EN",47.004667,-2.257167,4.6375,1.91666666666667,82.5416666666667,5.16666666666667,2002-12-09
"20021210","NOIRMOUTIER EN",47.004667,-2.257167,4.34583333333333,2.41666666666667,87.3333333333333,6.25,2002-12-10
"20021211","NOIRMOUTIER EN",47.004667,-2.257167,9,6.39583333333333,83.875,4.625,2002-12-11
"20021212","NOIRMOUTIER EN",47.004667,-2.257167,8.62916666666667,6.54583333333333,86.9166666666667,4.5,2002-12-12
"20021213","NOIRMOUTIER EN",47.004667,-2.257167,10.5291666666667,8.825,89.3333333333333,3.04166666666667,2002-12-13
"20021214","NOIRMOUTIER EN",47.004667,-2.257167,10.025,7.32083333333333,83.4583333333333,8.41666666666667,2002-12-14
"20021221","NOIRMOUTIER EN",47.004667,-2.257167,11.5958333333333,10.7666666666667,94.7083333333333,5.125,2002-12-21
"20021222","NOIRMOUTIER EN",47.004667,-2.257167,12.675,11.4416666666667,92.1666666666667,6.83333333333333,2002-12-22
"20021223","NOIRMOUTIER EN",47.004667,-2.257167,11.7791666666667,9.86666666666667,88.2083333333333,5.08333333333333,2002-12-23
"20021224","NOIRMOUTIER EN",47.004667,-2.257167,12.55,10.5625,87.875,6.66666666666667,2002-12-24
"20021225","NOIRMOUTIER EN",47.004667,-2.257167,11.4916666666667,10.4083333333333,93,5.875,2002-12-25
"20021226","NOIRMOUTIER EN",47.004667,-2.257167,12.8583333333333,11.1166666666667,89.2083333333333,7.54166666666667,2002-12-26
"20021227","NOIRMOUTIER EN",47.004667,-2.257167,11.45,10.0333333333333,91.0416666666667,4.41666666666667,2002-12-27
"20021228","NOIRMOUTIER EN",47.004667,-2.257167,10.875,8.775,86.9166666666667,5.95833333333333,2002-12-28
"20021229","NOIRMOUTIER EN",47.004667,-2.257167,12.5916666666667,10.9,89.5,8.875,2002-12-29
"20021230","NOIRMOUTIER EN",47.004667,-2.257167,12.2958333333333,10.2125,87.125,6.875,2002-12-30
"20021231","NOIRMOUTIER EN",47.004667,-2.257167,11.2916666666667,9.35,87.9583333333333,5.875,2002-12-31
"20030101","NOIRMOUTIER EN",47.004667,-2.257167,12.8833333333333,11.8208333333333,93.2083333333333,9.25,2003-01-01
"20030102","NOIRMOUTIER EN",47.004667,-2.257167,12.7958333333333,9.72916666666667,81.7916666666667,13.1666666666667,2003-01-02
"20030103","NOIRMOUTIER EN",47.004667,-2.257167,10.4666666666667,8.77916666666667,89.25,5.58333333333333,2003-01-03
"20030104","NOIRMOUTIER EN",47.004667,-2.257167,6.225,1.8375,74.0416666666667,5.375,2003-01-04
"20030105","NOIRMOUTIER EN",47.004667,-2.257167,2.15,-2.67083333333333,71.2083333333333,4.5,2003-01-05
"20030106","NOIRMOUTIER EN",47.004667,-2.257167,0.795833333333333,-3.9625,70.75,6.95833333333333,2003-01-06
"20030107","NOIRMOUTIER EN",47.004667,-2.257167,-0.791666666666667,-5.47916666666667,70.875,6.5,2003-01-07
"20030108","NOIRMOUTIER EN",47.004667,-2.257167,-1.87916666666667,-6.72916666666667,69.7083333333333,7.29166666666667,2003-01-08
"20030109","NOIRMOUTIER EN",47.004667,-2.257167,-3.775,-8.49166666666667,70.2916666666667,6.25,2003-01-09
"20030110","NOIRMOUTIER EN",47.004667,-2.257167,1.6875,-3.77083333333333,68,4.70833333333333,2003-01-10
"20030111","NOIRMOUTIER EN",47.004667,-2.257167,0.816666666666667,-3.42083333333333,73.5833333333333,6.66666666666667,2003-01-11
"20030112","NOIRMOUTIER EN",47.004667,-2.257167,0.183333333333333,-7.6375,57.125,5.25,2003-01-12
"20030113","NOIRMOUTIER EN",47.004667,-2.257167,2.9625,0.375,83.625,2.29166666666667,2003-01-13
"20030114","NOIRMOUTIER EN",47.004667,-2.257167,6.275,3.43333333333333,82.4583333333333,2,2003-01-14
"20030115","NOIRMOUTIER EN",47.004667,-2.257167,6.8875,4.60833333333333,85.5416666666667,4.16666666666667,2003-01-15
"20030116","NOIRMOUTIER EN",47.004667,-2.257167,3.94583333333333,3.27916666666667,95.4583333333333,1.91666666666667,2003-01-16
"20030117","NOIRMOUTIER EN",47.004667,-2.257167,5.55833333333333,4.33333333333333,91.9583333333333,4.91666666666667,2003-01-17
"20030118","NOIRMOUTIER EN",47.004667,-2.257167,6.61666666666667,5.41666666666667,92.125,6,2003-01-18
"20030119","NOIRMOUTIER EN",47.004667,-2.257167,9.11666666666667,6.87083333333333,86,7.20833333333333,2003-01-19
"20030120","NOIRMOUTIER EN",47.004667,-2.257167,10.0958333333333,7.89166666666667,86.25,8.54166666666667,2003-01-20
"20030121","NOIRMOUTIER EN",47.004667,-2.257167,9.1875,6.08333333333333,81.0833333333333,9.45833333333333,2003-01-21
"20030122","NOIRMOUTIER EN",47.004667,-2.257167,9.32083333333333,6.02083333333333,79.9583333333333,6.95833333333333,2003-01-22
"20030123","NOIRMOUTIER EN",47.004667,-2.257167,7.67083333333333,3.425,74.7083333333333,4.75,2003-01-23
"20030124","NOIRMOUTIER EN",47.004667,-2.257167,4.63333333333333,2.2625,85.2916666666667,1.20833333333333,2003-01-24
"20030125","NOIRMOUTIER EN",47.004667,-2.257167,5.94166666666667,4.88333333333333,92.9583333333333,2.33333333333333,2003-01-25
"20030126","NOIRMOUTIER EN",47.004667,-2.257167,9.29166666666667,8.49166666666667,94.8333333333333,4.25,2003-01-26
"20030128","NOIRMOUTIER EN",47.004667,-2.257167,8.93333333333333,5.41666666666667,79,7.83333333333333,2003-01-28
"20030129","NOIRMOUTIER EN",47.004667,-2.257167,7.30833333333333,1.84166666666667,68.4166666666667,NA,2003-01-29
"20030130","NOIRMOUTIER EN",47.004667,-2.257167,5.55833333333333,0.4375,69.8333333333333,NA,2003-01-30
"20030131","NOIRMOUTIER EN",47.004667,-2.257167,3.2125,-2.70833333333333,65.5416666666667,NA,2003-01-31
"20030201","NOIRMOUTIER EN",47.004667,-2.257167,6.35416666666667,3.29166666666667,81.0416666666667,NA,2003-02-01
"20030202","NOIRMOUTIER EN",47.004667,-2.257167,9.25833333333333,6.5875,83.5,6.58333333333333,2003-02-02
"20030203","NOIRMOUTIER EN",47.004667,-2.257167,10.1166666666667,7.76666666666667,85.5,11.4166666666667,2003-02-03
"20030204","NOIRMOUTIER EN",47.004667,-2.257167,6.76666666666667,0.604166666666667,64.9583333333333,7.04166666666667,2003-02-04
"20030205","NOIRMOUTIER EN",47.004667,-2.257167,5.5375,0.875,72.25,NA,2003-02-05
"20030206","NOIRMOUTIER EN",47.004667,-2.257167,5.21666666666667,2.975,85.7083333333333,4.45833333333333,2003-02-06
"20030207","NOIRMOUTIER EN",47.004667,-2.257167,8.47083333333333,4.67083333333333,77.375,4.25,2003-02-07
"20030208","NOIRMOUTIER EN",47.004667,-2.257167,6.64583333333333,4.16666666666667,84.4583333333333,2.29166666666667,2003-02-08
"20030209","NOIRMOUTIER EN",47.004667,-2.257167,8.32916666666667,4.84166666666667,79.2916666666667,5.20833333333333,2003-02-09
"20030210","NOIRMOUTIER EN",47.004667,-2.257167,6.4875,2.65833333333333,77.2916666666667,2.08333333333333,2003-02-10
"20030211","NOIRMOUTIER EN",47.004667,-2.257167,6.99166666666667,5.22916666666667,88.6666666666667,2.91666666666667,2003-02-11
"20030212","NOIRMOUTIER EN",47.004667,-2.257167,7.22916666666667,5.42916666666667,88.5,2.25,2003-02-12
"20030213","NOIRMOUTIER EN",47.004667,-2.257167,1.56666666666667,-1.03333333333333,82.9583333333333,3.33333333333333,2003-02-13
"20030214","NOIRMOUTIER EN",47.004667,-2.257167,-0.0875,-5.3375,67.8333333333333,3.5,2003-02-14
"20030215","NOIRMOUTIER EN",47.004667,-2.257167,1.50416666666667,-4.75833333333333,63.8333333333333,4.16666666666667,2003-02-15
"20030216","NOIRMOUTIER EN",47.004667,-2.257167,1.6125,-3.5125,69.2083333333333,4.25,2003-02-16
"20030217","NOIRMOUTIER EN",47.004667,-2.257167,0.816666666666667,-5.30416666666667,64.4583333333333,4.58333333333333,2003-02-17
"20030218","NOIRMOUTIER EN",47.004667,-2.257167,-0.87,-4.95,73.9,3.7,2003-02-18
"20030221","NOIRMOUTIER EN",47.004667,-2.257167,10.3642857142857,1.91428571428571,57.1428571428571,4.14285714285714,2003-02-21
"20030224","NOIRMOUTIER EN",47.004667,-2.257167,10.2666666666667,5.92083333333333,75.2916666666667,5,2003-02-24
"20030225","NOIRMOUTIER EN",47.004667,-2.257167,11.5083333333333,5.3375,66,5.25,2003-02-25
"20030226","NOIRMOUTIER EN",47.004667,-2.257167,10.0833333333333,7.1,82.2083333333333,4.91666666666667,2003-02-26
"20030227","NOIRMOUTIER EN",47.004667,-2.257167,9.74166666666667,8.47916666666667,92,3.75,2003-02-27
"20030228","NOIRMOUTIER EN",47.004667,-2.257167,10.0083333333333,8.8125,92.3333333333333,7.25,2003-02-28
"20030301","NOIRMOUTIER EN",47.004667,-2.257167,10.7166666666667,9.51666666666667,92.4166666666667,5.91666666666667,2003-03-01
"20030302","NOIRMOUTIER EN",47.004667,-2.257167,9.525,6.42916666666667,81.3333333333333,5.79166666666667,2003-03-02
"20030303","NOIRMOUTIER EN",47.004667,-2.257167,9.85833333333333,8.81666666666667,93.3333333333333,5.54166666666667,2003-03-03
"20030304","NOIRMOUTIER EN",47.004667,-2.257167,11.1416666666667,9.42083333333333,89.2083333333333,5.875,2003-03-04
"20030305","NOIRMOUTIER EN",47.004667,-2.257167,10.4833333333333,7.725,83.5,4.66666666666667,2003-03-05
"20030306","NOIRMOUTIER EN",47.004667,-2.257167,8.99166666666667,6.10833333333333,82.75,3.25,2003-03-06
"20030307","NOIRMOUTIER EN",47.004667,-2.257167,9.37916666666667,6.90416666666667,84.75,5.70833333333333,2003-03-07
"20030308","NOIRMOUTIER EN",47.004667,-2.257167,9.4125,6.00833333333333,79.7916666666667,3.66666666666667,2003-03-08
"20030309","NOIRMOUTIER EN",47.004667,-2.257167,10.3166666666667,8.24166666666667,87.2083333333333,4.83333333333333,2003-03-09
"20030310","NOIRMOUTIER EN",47.004667,-2.257167,11.8708333333333,9.3125,84.6666666666667,3.95833333333333,2003-03-10
"20030311","NOIRMOUTIER EN",47.004667,-2.257167,11.8458333333333,9.53333333333333,85.875,3.875,2003-03-11
"20030312","NOIRMOUTIER EN",47.004667,-2.257167,11.0333333333333,7.0375,77.625,4.29166666666667,2003-03-12
"20030313","NOIRMOUTIER EN",47.004667,-2.257167,9.28333333333333,3.2875,67.3333333333333,6.6875,2003-03-13
"20030314","NOIRMOUTIER EN",47.004667,-2.257167,8.90416666666667,-0.104166666666667,53.875,6.625,2003-03-14
"20030315","NOIRMOUTIER EN",47.004667,-2.257167,8.875,-0.429166666666667,52.4583333333333,6.41666666666667,2003-03-15
"20030316","NOIRMOUTIER EN",47.004667,-2.257167,9.56666666666667,0.2875,53.4583333333333,5.54166666666667,2003-03-16
"20030317","NOIRMOUTIER EN",47.004667,-2.257167,10.3208333333333,0.491666666666667,51.7083333333333,4.58333333333333,2003-03-17
"20030318","NOIRMOUTIER EN",47.004667,-2.257167,10.1041666666667,1.64583333333333,56.4583333333333,4.54166666666667,2003-03-18
"20030319","NOIRMOUTIER EN",47.004667,-2.257167,10.0166666666667,3.03333333333333,63.0416666666667,3.04166666666667,2003-03-19
"20030320","NOIRMOUTIER EN",47.004667,-2.257167,9.825,4.59166666666667,71.125,2.79166666666667,2003-03-20
"20030321","NOIRMOUTIER EN",47.004667,-2.257167,8.025,4.66666666666667,79.7916666666667,3.29166666666667,2003-03-21
"20030322","NOIRMOUTIER EN",47.004667,-2.257167,11.0833333333333,3.725,62.8333333333333,5.54166666666667,2003-03-22
"20030323","NOIRMOUTIER EN",47.004667,-2.257167,12.3583333333333,5.19583333333333,62.75,4.91666666666667,2003-03-23
"20030324","NOIRMOUTIER EN",47.004667,-2.257167,12.0291666666667,7.20416666666667,73.0833333333333,3.25,2003-03-24
"20030325","NOIRMOUTIER EN",47.004667,-2.257167,13.0875,7.64166666666667,70.5833333333333,2.33333333333333,2003-03-25
"20030326","NOIRMOUTIER EN",47.004667,-2.257167,13.2458333333333,7.02083333333333,66.4166666666667,2.54166666666667,2003-03-26
"20030327","NOIRMOUTIER EN",47.004667,-2.257167,13.8541666666667,9.49166666666667,75.4166666666667,3.5,2003-03-27
"20030328","NOIRMOUTIER EN",47.004667,-2.257167,12.3666666666667,10.7,89.6666666666667,2.91666666666667,2003-03-28
"20030329","NOIRMOUTIER EN",47.004667,-2.257167,12.4708333333333,9.99583333333333,85.4166666666667,2.16666666666667,2003-03-29
"20030330","NOIRMOUTIER EN",47.004667,-2.257167,14.9583333333333,11.2291666666667,79.5833333333333,4,2003-03-30
"20030331","NOIRMOUTIER EN",47.004667,-2.257167,13.5,8.54166666666667,73.1666666666667,3.66666666666667,2003-03-31
"20030401","NOIRMOUTIER EN",47.004667,-2.257167,11.3875,8.95,85.2916666666667,4.33333333333333,2003-04-01
"20030402","NOIRMOUTIER EN",47.004667,-2.257167,10.7208333333333,3.5125,62.0416666666667,7.29166666666667,2003-04-02
"20030403","NOIRMOUTIER EN",47.004667,-2.257167,9.50833333333333,2.85416666666667,64.25,5.58333333333333,2003-04-03
"20030404","NOIRMOUTIER EN",47.004667,-2.257167,10.6375,3.32916666666667,61.4166666666667,4.54166666666667,2003-04-04
"20030405","NOIRMOUTIER EN",47.004667,-2.257167,10.9166666666667,5.8375,71.5416666666667,4.95833333333333,2003-04-05
"20030406","NOIRMOUTIER EN",47.004667,-2.257167,9.97083333333333,3.70833333333333,65.2083333333333,6.41666666666667,2003-04-06
"20030407","NOIRMOUTIER EN",47.004667,-2.257167,8.12916666666667,-1.25416666666667,54.3333333333333,5.16666666666667,2003-04-07
"20030408","NOIRMOUTIER EN",47.004667,-2.257167,7.58333333333333,-6.90833333333333,36.125,5.91666666666667,2003-04-08
"20030409","NOIRMOUTIER EN",47.004667,-2.257167,7.62916666666667,-5.30833333333333,40.0416666666667,6.25,2003-04-09
"20030410","NOIRMOUTIER EN",47.004667,-2.257167,6.04166666666667,-2.9625,53.2916666666667,4.25,2003-04-10
"20030411","NOIRMOUTIER EN",47.004667,-2.257167,7.40416666666667,1.9375,69.0833333333333,4.25,2003-04-11
"20030412","NOIRMOUTIER EN",47.004667,-2.257167,11.8,7.02916666666667,73.4583333333333,4.66666666666667,2003-04-12
"20030413","NOIRMOUTIER EN",47.004667,-2.257167,14.0291666666667,6.98333333333333,63.0833333333333,4.625,2003-04-13
"20030414","NOIRMOUTIER EN",47.004667,-2.257167,14.1333333333333,8,67.25,4.16666666666667,2003-04-14
"20030415","NOIRMOUTIER EN",47.004667,-2.257167,14.3291666666667,7.23333333333333,64,2.91666666666667,2003-04-15
"20030416","NOIRMOUTIER EN",47.004667,-2.257167,14.5875,7.09583333333333,63.2916666666667,2.29166666666667,2003-04-16
"20030417","NOIRMOUTIER EN",47.004667,-2.257167,15.1541666666667,8.00833333333333,64.6666666666667,1.95833333333333,2003-04-17
"20030418","NOIRMOUTIER EN",47.004667,-2.257167,16.85,6.17083333333333,51.9583333333333,3.54166666666667,2003-04-18
"20030419","NOIRMOUTIER EN",47.004667,-2.257167,14.0166666666667,3.5375,50.0416666666667,5.54166666666667,2003-04-19
"20030420","NOIRMOUTIER EN",47.004667,-2.257167,11.6,5.99583333333333,69,4.41666666666667,2003-04-20
"20030421","NOIRMOUTIER EN",47.004667,-2.257167,12.325,8.075,75.7916666666667,4.29166666666667,2003-04-21
"20030422","NOIRMOUTIER EN",47.004667,-2.257167,14.3208333333333,8.25833333333333,68.7916666666667,3.25,2003-04-22
"20030423","NOIRMOUTIER EN",47.004667,-2.257167,16.1541666666667,8.52916666666667,62.5,3.79166666666667,2003-04-23
"20030424","NOIRMOUTIER EN",47.004667,-2.257167,14.4583333333333,10.7333333333333,79.1666666666667,2.75,2003-04-24
"20030425","NOIRMOUTIER EN",47.004667,-2.257167,15.3833333333333,11.75,79.5833333333333,3.79166666666667,2003-04-25
"20030426","NOIRMOUTIER EN",47.004667,-2.257167,13.425,10.8875,84.875,7.33333333333333,2003-04-26
"20030427","NOIRMOUTIER EN",47.004667,-2.257167,13.8,10.55,80.9166666666667,6.58333333333333,2003-04-27
"20030428","NOIRMOUTIER EN",47.004667,-2.257167,14.5875,12.075,85,5.41666666666667,2003-04-28
"20030429","NOIRMOUTIER EN",47.004667,-2.257167,14.375,10.4916666666667,78.0833333333333,5.875,2003-04-29
"20030430","NOIRMOUTIER EN",47.004667,-2.257167,13.45,9.70833333333333,78.375,8.20833333333333,2003-04-30
"20030501","NOIRMOUTIER EN",47.004667,-2.257167,14.1875,9.38333333333333,73.5416666666667,5.66666666666667,2003-05-01
"20030502","NOIRMOUTIER EN",47.004667,-2.257167,13.5666666666667,9.3,75.75,9.04166666666667,2003-05-02
"20030503","NOIRMOUTIER EN",47.004667,-2.257167,13.4583333333333,8.82083333333333,74.125,4.125,2003-05-03
"20030504","NOIRMOUTIER EN",47.004667,-2.257167,15.3041666666667,10.5666666666667,73.7083333333333,4.375,2003-05-04
